mode,scenario,hazard_map,draw,shapeGroup,dam_cost_ppp2024,dam_area_m2
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,44,USA,3332052764.140125,850802.6150114386
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,45,RUS,41607679094.874176,27232681.958856788
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,45,CAN,21197656.648121655,2624.177501407819
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,45,USA,3152519311.024963,806116.5023103162
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,46,RUS,41813243068.54639,27378323.208888963
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,46,CAN,23342215.98510639,2895.211080482959
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,46,USA,6406773189.464099,1589689.5150836192
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,47,RUS,83142234870.94868,55024540.41258488
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,47,CAN,23342215.98510639,2895.211080482959
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,47,USA,3536754527.282325,901690.2777781955
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,48,RUS,132117014068.66736,84810044.66196725
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,48,CAN,704836255.4484506,92530.17598671692
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,48,USA,6028314437.92625,1491463.0404622098
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,49,RUS,39367089978.1884,25716527.06665395
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,49,CAN,703738100.3649848,92377.29920791659
