mode,scenario,hazard_map,draw,shapeGroup,dam_cost_usd2024,dam_cost_res_usd2024,dam_cost_nonres_usd2024,dam_area_m2,dam_area_res_m2,dam_area_nonres_m2
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,124,USA,117706365053.12979,78911064995.51753,38795300057.61289,29724310.594619464,22357054.678145498,7367255.916473895
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,125,RUS,222366719451.9086,141674222462.5859,80692496989.31664,152811783.83248183,105315036.11982201,47496747.71266794
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,125,CAN,22436035789.807987,18006107529.728092,4429928260.079969,2940762.8981472026,2200944.419914871,739818.4782323497
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,125,USA,55230577069.14,34973787488.66035,20256789580.47932,13755540.13673057,9908760.947913207,3846779.188817461
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,126,RUS,210972578469.8828,146910979133.78363,64061599336.10193,143815459.08355078,106888545.93091147,36926913.15263845
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,126,CAN,19961551507.863686,16629514390.982006,3332037116.8817477,2579141.0656574005,2029069.712003718,550071.353653696
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,126,USA,48147140540.480774,32886993631.703773,15260146908.77717,12215444.342701962,9317531.259596827,2897913.083105207
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,127,RUS,201257464633.7988,133972460119.51733,67285004514.28423,136919535.01930913,97923121.98657948,38996413.032731
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,127,CAN,18760657341.40391,15229763663.873363,3530893677.5305996,2450530.5177714913,1860886.283494631,589644.234276859
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,127,USA,48049457854.379684,32065005869.083057,15984451985.296993,12120105.129053166,9084645.981027573,3035459.14802543
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,128,RUS,192078316316.07278,134342215261.44221,57736101054.63179,134383322.5774586,99922641.85983405,34460680.71762592
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,128,CAN,27568587433.555916,23156036143.343002,4412551290.212867,3532003.691315423,2816274.815001287,715728.8763141335
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,128,USA,66816447328.19782,45612913106.55804,21203534221.63967,16949600.89843255,12923034.208329696,4026566.690102945
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,129,RUS,260189226930.36118,168188303424.13882,92000923506.22067,177338054.57990667,123654017.95218046,53684036.62772744
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,129,CAN,34566784711.39907,27986704340.264977,6580080371.134066,4485600.18013915,3404756.9535549395,1080843.2265841952
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,129,USA,83633641790.66469,52870520590.65805,30763121200.006744,20821196.22605101,14979256.961929133,5841939.264121784
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,130,RUS,218256824926.85974,146037934640.44968,72218890286.40413,151341846.97836685,108426250.54358886,42915596.43477888
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,130,CAN,29591342420.30391,24040443391.879356,5550899028.424448,3823278.4202439007,2923529.548201739,899748.8720421583
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,130,USA,71260705516.93999,45619319137.3146,25641386379.624622,17794167.230357178,12924849.162669873,4869318.06768726
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,131,RUS,266905915268.2877,167686482420.0926,99219432848.20844,178125789.30260956,121370803.45989609,56754985.84271467
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,131,CAN,31449052738.94554,25058956584.69697,6390096154.248533,4137902.4599175546,3062194.86080494,1075707.5991126155
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,131,USA,68271357811.26152,41688469765.373436,26582888045.888348,16859272.250362564,11811162.326165522,5048109.9241969865
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,132,RUS,290080824053.7777,190578479125.9693,99502344927.80072,198418974.9730584,140396799.04896688,58022175.92409728
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,132,CAN,37710844611.96681,30471114965.075977,7239729646.891025,4892334.712149371,3706869.8997677863,1185464.8123815693
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,132,USA,89334165332.89949,57626032740.13115,31708132592.767082,22347984.58153522,16326586.961269483,6021397.620265664
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,133,RUS,225975472535.0207,149577124410.02393,76398348124.99818,151991577.56088936,108042827.75811715,43948749.80276737
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,133,CAN,26318065230.52767,21462140867.962875,4855924362.564729,3406598.457934484,2612303.7362276986,794294.7217067904
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,133,USA,63936033407.21564,41749458029.37085,22186575377.84464,16041688.425482236,11828441.499282712,4213246.926199407
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,134,RUS,175256547176.96567,120607088900.46257,54649458276.50876,122631159.96610363,89945082.37531385,32686077.59079072
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,134,CAN,28986340241.88792,24049364053.632362,4936976188.255562,3802594.065978301,2953696.8937546457,848897.1722236736
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,134,USA,58618900434.16821,39488165880.61471,19130734553.553432,14820713.531265305,11187773.017418195,3632940.513847146
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,135,RUS,212802206965.184,149046921277.45798,63755285687.72576,147048479.03211123,109851272.35936326,37197206.67274523
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,135,CAN,19830114489.598713,16733572431.77872,3096542057.819981,2549047.6391993407,2040296.5300361677,508751.10916318384
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,135,USA,49789659365.12671,34019790385.84355,15769868979.28231,12633184.508250853,9638474.830349006,2994709.6779017546
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,136,RUS,278130436889.637,181868968140.35654,96261468749.28131,187966156.1703447,132232506.81558448,55733649.35476357
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,136,CAN,31219150392.99142,25511195825.04035,5707954567.950983,4040217.627205975,3104179.4701856985,936038.1570202669
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,136,USA,77337418214.74599,50602482810.05835,26734935404.687344,19413661.139143933,14336677.310066061,5076983.829078106
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,137,RUS,259164550311.70816,154005131995.13828,105159418316.5583,171989839.83003965,111792264.77681585,60197575.053225055
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,137,CAN,27791655816.25297,21280721268.84343,6510934547.409624,3743034.1395199443,2617414.813524112,1125619.3259958096
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,137,USA,65710021607.237114,37518566609.70323,28191454997.533592,15983324.824590333,10629746.85725536,5353577.967335016
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,138,RUS,198737107668.74258,124215718213.42703,74521389455.3118,132127092.21866009,89784091.44097072,42343000.77769099
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,138,CAN,16975191557.048885,13158494224.539896,3816697332.5089703,2225519.578200907,1602670.7820957042,622848.7961052147
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,138,USA,47803011491.86547,28709132373.33788,19093879118.52755,11759802.743602743,8133861.103880529,3625941.639722059
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,139,RUS,255885504529.28314,179116886457.62515,76768618071.66176,175182630.57892615,130498051.04985915,44684579.52906309
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,139,CAN,32160446053.636642,27007128464.77321,5153317588.863391,4147482.5547265494,3292367.1979012196,855115.3568253407
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,139,USA,78791533358.40666,54659593213.00765,24131940145.39858,20068809.49810338,15486136.37666399,4582673.121438983
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,140,RUS,216719505323.78955,143353124615.97354,73366380707.81679,148352764.9256453,105765895.30715105,42586869.618493654
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,140,CAN,21474704941.961117,17484739655.919518,3989965286.041681,2795736.249840218,2134779.5662018363,660956.6836383938
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,140,USA,52445674320.560616,34182111357.21209,18263562963.348625,13152727.543095948,9684463.549833646,3468263.9932622667
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,141,RUS,221021742902.32544,145521047535.91376,75500695366.41217,151272681.26366106,107422905.31503461,43849775.94862306
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,141,CAN,21420645569.58381,17475807307.456768,3944838262.1268997,2778296.920300469,2129733.6113705877,648563.3089298989
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,141,USA,54574334636.85651,35154320103.76019,19420014533.096558,13647784.377772305,9959909.383778214,3687874.9939940087
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,142,RUS,263972794505.06686,181160657222.87094,82812137282.1976,180104449.0359227,131955446.40986654,48149002.62605967
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,142,CAN,34976751531.07424,29412361195.878563,5564390335.195645,4500567.906233863,3582826.782363547,917741.123870303
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,142,USA,83743121217.02321,58157207969.57227,25585913247.450684,21335863.016299542,16477079.33707202,4858783.679227648
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,143,RUS,248129313612.18738,167633262394.93814,80496051217.24956,171135345.50649565,123872323.05769412,47263022.44879922
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,143,CAN,30401702540.81065,25431482176.538788,4970220364.271796,3931047.848800008,3102128.6551541453,828919.1936458637
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,143,USA,75989736737.03691,50914721574.6749,25075015162.36111,19186904.44345082,14425140.685051138,4761763.758399545
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,144,RUS,211521844995.46527,142993039138.9143,68528805856.555145,143077529.8209222,103753486.88171558,39324042.93920703
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,144,CAN,27869562888.120495,22892199483.349754,4977363404.77075,3715107.3747999105,2819309.6673655924,895797.707434297
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,144,USA,53851536313.72,35855777557.314514,17995758756.40507,13576053.836415213,10158646.058342198,3417407.7780729914
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,145,RUS,220567492294.321,139206842173.32892,81360650120.99117,147010426.02008283,100515329.14567015,46495096.87441074
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,145,CAN,25386401713.9905,20163327802.5624,5223073911.428106,3335924.880509744,2463304.6157389097,872620.2647708238
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,145,USA,55977045215.75339,34361176322.710686,21615868893.04256,13840065.51816788,9735196.171739314,4104869.3464285065
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,146,RUS,261017334447.51764,167546376779.09518,93470957668.42087,174136257.34563112,120683447.42227337,53452809.923364945
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,146,CAN,30448498068.95323,24497108591.526012,5951389477.427154,3937576.2924932847,2975556.7268342343,962019.5656590363
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,146,USA,80164114624.5082,50345141223.411194,29818973401.095905,19926412.28896876,14263767.383885823,5662644.905082852
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,147,RUS,193212733348.6788,117970471186.73161,75242262161.9506,132128071.76615988,87439974.53879869,44688097.227363884
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,147,CAN,28969216700.44443,22550106551.16618,6419110149.278259,3773696.661140797,2738453.1546684313,1035243.5064723848
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,147,USA,74185108015.07925,43385071357.76258,30800036657.317223,18140792.418326702,12291842.881803978,5848949.536522687
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,148,RUS,194655962512.29752,125465263910.07185,69190698602.22078,134653740.1275039,93561110.26126273,41092629.866239406
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,148,CAN,20790574421.892834,16434547322.618137,4356027099.274667,2711647.4911388312,2002798.762408428,708848.7287303897
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,148,USA,56642116780.44839,35135134748.24805,21506982032.2009,14038665.447468903,9954473.795724276,4084191.65174462
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,149,RUS,226156379803.67258,144188864679.14795,81967515124.52415,156503067.10772625,107511769.74523534,48991297.362485036
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,149,CAN,31574122055.286076,25095973585.589878,6478148469.696243,4127590.5379333524,3058121.4044010816,1069469.1335322568
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,149,USA,83079820691.34808,51412724954.52196,31667095736.826225,20579839.515548687,14566234.824304793,6013604.691243969
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,150,RUS,241798480221.10358,165359654284.80325,76438825936.29408,167710886.54731944,122213090.72794414,45497795.81937208
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,150,CAN,41665266985.22892,34820688653.51695,6844578331.712086,5390299.467460149,4248142.503365484,1142156.9640946584
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,150,USA,84935733930.47076,56448513453.132164,28487220477.33819,21402716.667256672,15992972.618521478,5409744.048735242
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,151,RUS,296579256050.7399,189745945424.1642,106833310626.57324,197751531.06293967,136731110.19779667,61020420.86514252
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,151,CAN,37244002661.49166,29253477379.486862,7990525282.004896,4850076.718831357,3556045.650669618,1294031.0681617393
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,151,USA,92869946947.98508,57612114689.16489,35257832258.81908,23018131.89270234,16322643.70405336,6695488.188648738
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,152,RUS,278533334977.7276,181232440290.69678,97300894687.02785,187515447.07517233,131662341.14773667,55853105.927436896
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,152,CAN,26757921146.433964,21251848193.211117,5506072953.222851,3506932.302883955,2593352.7204332356,913579.5824507202
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,152,USA,64673200377.97413,41273336149.777756,23399864228.19551,16137198.18702281,11693546.818845633,4443651.368177338
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,153,RUS,226799762516.0172,141051372687.21817,85748389828.80219,152425396.50328967,102943849.86248127,49481546.6408101
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,153,CAN,21694215590.729794,17303041681.176437,4391173909.553384,2841830.114492122,2111537.6125188363,730292.5019732896
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,153,USA,56432975566.48022,34866494875.695175,21566480690.784573,13973853.333847018,9878362.843226895,4095490.4906200054
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,154,RUS,188815020129.69327,117944635384.7266,70870384744.9618,129674374.3827808,87614298.37821437,42060076.00456572
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,154,CAN,29249534669.674232,22821869689.88949,6427664979.784733,3820707.3869310273,2774036.8028282207,1046670.5841028112
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,154,USA,75495828548.13628,45069574501.36101,30426254046.77528,18547063.65407496,12769095.709263314,5777967.944811829
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,155,RUS,212571230197.7099,138965746754.70322,73605483443.0093,142887965.59897402,100637601.55006589,42250364.048905976
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,155,CAN,22906128002.908623,18301999527.226906,4604128475.681741,2975155.4098559413,2226172.4988113246,748982.9110446052
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,155,USA,55630238801.415924,35384203086.36283,20246035715.053783,13869776.769983778,10025039.748092828,3844737.021890968
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,156,RUS,246968901684.38748,168501427142.87512,78467474541.51436,168175878.50805068,122798404.87295277,45377473.635096885
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,156,CAN,28617449072.203686,23692370455.907818,4925078616.296021,3770626.7654684833,2915031.4423674075,855595.3231010692
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,156,USA,58171570169.58577,39403042887.57353,18768527282.01251,14727813.08900704,11163656.001510229,3564157.087496862
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,157,RUS,225169089197.3808,145616243977.4552,79552845219.93068,155891434.6658113,108288080.71073331,47603353.95508196
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,157,CAN,33745524817.986515,27336884853.75236,6408639964.234136,4380935.029021862,3325592.903299077,1055342.1257227738
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,157,USA,81660922012.14499,52118493772.47421,29542428239.670116,20376321.76931674,14766192.993086187,5610128.776230658
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,158,RUS,260676034464.75064,171670625583.33813,89005408881.41031,176222795.4289274,124950054.70519374,51272740.72373237
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,158,CAN,27966659682.571575,22960979155.600525,5005680526.971092,3618786.037583508,2796041.8031538115,822744.2344297038
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,158,USA,70388877016.2712,46072138653.82014,24316738362.452377,17670908.264248732,13053141.825941108,4617766.438307763
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,159,RUS,244242578005.51758,158765410665.0673,85477167340.45091,169304410.6614912,118356831.24780652,50947579.41368862
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,159,CAN,34609951140.34407,27753954529.099663,6855996611.2444105,4494565.332665586,3375461.064156004,1119104.2685095891
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,159,USA,85700555638.78194,53774372458.522514,31926183180.259846,21298141.536135778,15235335.949482303,6062805.58665359
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,160,RUS,264939041470.16022,155664670826.44473,109274370643.71703,180560681.57272944,115646901.30889496,64913780.26383484
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,160,CAN,39489311125.3522,30152329390.56687,9336981734.785099,5203415.691576187,3668122.2928882465,1535293.3986879734
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,160,USA,105029551993.21214,59507736410.05178,45521815583.16142,25504336.716298383,16859710.571233038,8644626.145064916
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,161,RUS,209912528321.66354,137368540857.02258,72543987464.63895,144882803.80257,101923674.2956213,42959129.5069459
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,161,CAN,30432469970.133923,24324116640.497543,6108353329.636502,3967935.159207346,2962024.4768366897,1005910.6823706657
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,161,USA,78160659392.82695,49116785819.66606,29043873573.161903,19431203.050383344,13915750.170744825,5515452.879638438
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,162,RUS,207337084608.1314,134485063992.4306,72852020615.70598,143865516.2776072,100385695.70612702,43479820.571484566
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,162,CAN,32754270050.391502,26246790047.968628,6507480002.422823,4270527.463830433,3196588.004710394,1073939.4591200426
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,162,USA,75702502898.29626,47826005614.497734,27876497283.798553,18843814.051861867,13550046.785217797,5293767.26664424
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,163,RUS,174155584870.36362,107421082069.6836,66734502800.6757,119698434.04217096,79958271.80366106,39740162.23850966
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,163,CAN,25587701231.436382,20004686438.951115,5583014792.485242,3337550.879240531,2430134.8678347175,907416.0114058147
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,163,USA,65348815852.67898,38912397243.5599,26436418609.119045,16044941.724136109,11024646.45333823,5020295.270797757
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,164,RUS,250808304744.9732,158279267499.5092,92529037245.46365,170635557.5991989,116387245.151107,54248312.44809099
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,164,CAN,44302509231.95377,35118298682.73627,9184210549.217491,5920165.839951523,4313062.062990937,1607103.776960575
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,164,USA,89520446057.74123,54860154242.57658,34660291815.16592,22124974.076168634,15542959.255744979,6582014.820423705
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,165,RUS,239102556297.33963,159262868329.23425,79839687968.10669,164671507.58145154,117920215.90730125,46751291.67415218
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,165,CAN,26613925222.43878,21583332827.667465,5030592394.771387,3457361.5036682384,2629833.098102041,827528.4055661929
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,165,USA,64041017040.49783,41721572172.98516,22319444867.512928,16059019.828112682,11820540.888436811,4238478.939675841
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,166,RUS,203651872171.65945,135898300768.09956,67753571403.55893,141566291.37410924,101095576.55662242,40470714.81748823
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,166,CAN,31190337821.403324,25343782328.07171,5846555493.3316555,4035861.4165024837,3082082.3785955217,953779.037906976
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,166,USA,76059039463.24214,49577410369.46784,26481629093.774303,19075134.92822591,14046254.153254526,5028880.774971388
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,167,RUS,232187583281.37628,156700449313.5949,75487133967.77705,161038576.46702677,116162056.53405765,44876519.93296932
ALL,SSP585,bc-diff_ssp585_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,167,CAN,32132050422.849667,26714660461.05746,5417389961.79218,4141728.694431607,3251413.9586568414,890314.7357747803
