mode,scenario,hazard_map,draw,shapeGroup,dam_cost_usd2024,dam_area_m2
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,37,RUS,73270818677.38976,50166624.22441192
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,37,CAN,947654029.8890629,122893.022026045
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,37,USA,9098219336.372135,2328607.9378710906
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,38,RUS,90474337559.69183,61945426.24525484
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,38,CAN,1170157125.819631,151747.51639490193
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,38,USA,11234422957.04911,2875350.165565145
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,39,RUS,84990366954.43694,58190694.17623149
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,39,CAN,1099229750.6698377,142549.5610213008
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,39,USA,10553464721.540491,2701064.990198458
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,40,RUS,71759899314.4502,49132137.02634076
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,40,CAN,928112432.7160956,120358.84198136888
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,40,USA,8910604730.561274,2280589.6560293683
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,41,RUS,101941080316.21468,69796406.8310883
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,41,CAN,1318463166.055963,170980.03891315928
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,41,USA,12658276853.535955,3239772.8468774264
DETECTION_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,42,RUS,78807120392.11041,53957186.04327483
