mode,scenario,hazard_map,draw,shapeGroup,shapeName,dam_cost_usd2024,dam_area_m2
TYPE_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,8,RUS,Khanty-Mansi,5494367128.427716,4797424.056526935
TYPE_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,8,RUS,Chukotka,843263208.2639345,249209.3967371624
TYPE_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,8,RUS,Nenets,4788698438.701859,2768437.9260456953
TYPE_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,8,RUS,Krasnoyarsk Krai,3798555303.4353304,3296161.646311322
TYPE_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,8,RUS,Yamalo-Nenets,37936888665.62901,24701203.121467568
TYPE_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,8,RUS,Kamchatka Krai,1179777267.1362495,510724.44915348914
TYPE_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,8,RUS,Komi Republic,6624347786.1098795,5645333.877727352
TYPE_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,8,RUS,Murmansk,0.0,0.0
TYPE_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,8,RUS,Arkhangelsk,113014004.24735445,98154.25371312757
TYPE_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,8,CAN,Northwest Territories,813502494.7629817,105446.54349339091
TYPE_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,8,CAN,Newfoundland and Labrador,0.0,0.0
TYPE_ONLY,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,8,CAN,Yukon,0.0,0.0
